"","instructor","state","institution","course","religion","christianden","nonrel","rel","raceoriginal","evound","micro","macro","human","evound1","evound2","evound3","evound4","evound5","evound6","evound7","evound8","evound9","evound10","evound11","evound12","evound13","evound14","micro1","micro2","micro3","micro4","micro5","micro6","micro7","micro8","macro1","macro2","macro3","macro4","macro5","macro6","macro7","macro8","human1","human2","human3","human4","human5","human6","human7","human8","rel1","rel2","rel3","rel4","africanamerican","racenative","raceasian","raceblack","racelatinx","raceislander","racewhite","raceother","racedecline","race","gender","religiosity"
"87",4,1,14,71,2,1,NA,4.25,7,0.714285714285714,4.75,3.375,3.25,0,0,1,1,1,1,0,1,1,1,0,1,1,1,5,5,5,4,5,5,5,4,4,4,4,2,2,4,4,3,2,3,4,3,4,4,3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"88",3,8,11,8,2,5,NA,3.75,7,0.571428571428571,5,4.5,4.75,0,0,0,1,1,1,1,1,0,0,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,5,5,5,4,5,5,4,5,2,5,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"89",34,9,8,7,2,1,NA,1,7,0.785714285714286,5,4.375,4.25,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,3,5,3,5,4,4,4,4,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"90",34,9,8,7,6,NA,0,2.25,7,0.714285714285714,4.75,3.75,4,1,0,0,1,1,1,1,1,1,1,1,0,1,0,5,5,4,5,5,4,5,5,5,3,4,2,5,4,4,3,5,2,4,4,4,4,5,4,1,3,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"91",1,4,17,55,1,NA,NA,2,2,0.857142857142857,4.875,4.375,4.5,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,3,4,4,5,5,5,4,5,4,1,1,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"92",43,9,8,63,6,NA,0,1.5,7,0.642857142857143,4.25,3.5,4,0,0,1,0,1,1,1,1,1,1,0,0,1,1,5,4,4,4,5,4,4,4,3,5,4,3,4,3,4,2,4,4,3,4,4,5,4,4,1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"93",7,2,1,42,2,1,NA,3,7,0.714285714285714,4.25,4.375,4.125,0,0,1,1,1,1,1,1,0,1,1,1,1,0,4,1,5,5,4,5,5,5,5,5,5,4,5,4,5,2,4,4,4,4,5,4,4,4,2,4,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"94",11,3,16,56,6,NA,1,1.75,7,1,5,4.875,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"95",32,5,18,10,7,NA,NA,1.25,2,0.785714285714286,5,4.5,4.875,1,0,1,1,0,1,1,1,1,1,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,5,4,5,5,5,5,5,5,1,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"96",40,3,16,73,7,NA,NA,2,4,0.714285714285714,5,4.375,3.125,1,0,0,1,1,1,1,1,0,1,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,3,2,4,4,2,2,4,4,1,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"low"
"97",3,8,11,48,6,NA,1,2.75,7,0.714285714285714,5,4.875,4.625,1,0,1,1,1,1,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,4,2,3,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"98",5,12,13,70,6,NA,0,1.75,3,0.857142857142857,5,4.375,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,4,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,"low"
"99",3,8,11,48,5,NA,NA,3.5,7,0.571428571428571,4.75,3.875,3.75,0,0,1,0,0,1,1,1,1,1,1,0,1,0,5,5,5,4,5,4,5,5,4,4,5,3,5,4,4,2,3,4,4,3,5,4,4,3,2,5,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"100",40,3,16,73,7,NA,NA,3.5,2,0.642857142857143,3.5,3.125,2.875,1,1,1,0,0,1,1,1,0,1,1,1,0,0,2,5,5,4,2,4,2,4,4,1,5,2,4,5,2,2,2,2,2,4,3,2,4,4,3,5,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"101",35,3,16,9,7,NA,NA,2,7,0.571428571428571,5,4.125,4.875,0,0,1,1,1,1,1,0,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,3,5,3,4,5,5,3,4,5,5,5,5,5,5,5,1,1,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"102",7,2,1,42,6,NA,1,2.25,7,0.785714285714286,4.5,4.75,4.625,1,0,1,1,1,1,1,0,0,1,1,1,1,1,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,5,4,1,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"103",6,12,12,49,6,NA,1,1,4,0.714285714285714,4.375,3.375,3.625,1,0,1,1,1,1,1,1,0,1,0,1,0,1,4,5,4,5,5,4,4,4,4,4,4,3,4,3,4,1,3,4,4,4,4,3,4,3,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"low"
"104",4,1,14,71,2,1,NA,3.5,7,0.785714285714286,4.5,3.875,4.875,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,5,5,5,5,5,5,5,4,4,4,3,4,4,5,3,5,4,5,5,5,5,5,5,2,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"105",45,6,7,61,5,NA,NA,3,2,0.714285714285714,4.875,4.5,4.625,0,0,1,1,0,1,1,1,1,1,1,1,1,0,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,5,5,5,5,5,5,5,2,4,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"106",44,6,7,62,6,NA,1,1,6,0.928571428571429,4.75,4.625,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"low"
"107",32,5,18,10,6,NA,0,1.5,7,0.785714285714286,4.875,4.75,5,1,0,1,1,1,1,1,1,1,1,0,1,0,1,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"108",7,2,1,43,6,NA,0,1,2,1,4.625,4.5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"109",42,9,8,64,6,NA,0,2.5,4,0.714285714285714,4.125,3.75,3.875,1,0,1,1,1,1,1,1,0,1,0,1,1,0,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,2,3,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"110",40,3,16,73,6,NA,0,1.5,7,0.642857142857143,4.75,3.875,3.75,1,0,0,1,0,0,1,1,1,1,1,0,1,1,4,5,5,4,5,5,5,5,4,4,4,3,4,4,5,3,4,3,4,3,4,4,4,4,1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"111",42,9,8,64,3,NA,NA,3.75,2,0.928571428571429,4.5,4,4.125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,4,5,5,4,4,4,3,3,4,5,4,4,5,3,4,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"112",17,4,4,60,6,NA,0,2,2,0.857142857142857,4.625,4.5,4.625,0,1,1,1,1,1,1,1,0,1,1,1,1,1,4,4,5,4,5,5,5,5,4,5,5,4,5,5,5,3,5,3,5,5,5,4,5,5,2,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"113",11,3,16,56,2,1,NA,4,4,0.928571428571429,4.625,4.25,4.25,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,3,4,5,5,5,5,5,4,5,3,4,4,5,4,3,5,5,4,4,5,4,4,4,4,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"high"
"114",3,8,11,48,6,NA,1,1.25,7,0.571428571428571,4.5,4.125,4,1,0,1,0,1,1,1,1,0,1,1,0,0,0,5,5,4,4,5,4,5,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"115",42,9,8,64,6,NA,0,1.75,7,0.857142857142857,4.875,4.75,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,1,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"116",9,13,3,44,2,6,NA,5,1,0.785714285714286,5,4.375,5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,"high"
"117",6,12,12,66,2,4,NA,5,7,0.928571428571429,4.5,3.625,3.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,5,4,5,4,4,2,4,4,4,2,2,4,4,3,4,4,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"118",3,8,11,8,6,NA,0,3.75,7,0.857142857142857,5,4.625,4.75,1,0,1,1,1,1,1,1,1,1,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,3,5,5,2,5,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"119",40,3,16,73,6,NA,0,2,7,0.928571428571429,4.625,4.625,4.375,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,5,4,5,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,4,5,4,4,4,1,2,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"120",5,12,13,70,2,5,NA,4.25,4,0.5,4.125,4.5,3.625,0,0,1,0,1,1,1,1,0,0,1,0,1,0,4,4,4,2,5,4,5,5,4,5,4,4,4,5,5,5,4,4,4,3,3,2,4,5,5,5,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"high"
"121",11,3,16,56,6,NA,1,2.75,7,0.785714285714286,5,4.5,4.625,1,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,4,5,5,4,5,5,4,5,1,3,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"122",11,3,16,56,6,NA,0,1,7,0.857142857142857,4.875,4.75,4.25,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,3,5,5,4,4,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"123",7,2,1,42,2,1,NA,3,7,0.714285714285714,5,4.625,4.25,1,0,1,1,1,1,1,0,1,1,1,0,1,0,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,5,5,4,4,4,2,4,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"124",40,3,16,73,6,NA,0,1.25,2,0.857142857142857,4.75,4.375,5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5,5,4,4,5,5,5,5,5,5,5,5,2,5,5,3,5,5,5,5,5,5,5,5,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"125",7,2,1,42,6,NA,1,2.75,7,0.571428571428571,4.625,3.875,4,0,0,1,1,0,1,1,0,1,1,1,0,0,1,5,5,5,4,5,4,5,4,4,5,4,3,5,3,4,3,4,4,3,5,4,4,4,4,3,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"126",9,13,3,44,2,6,NA,5,7,0.928571428571429,5,4.125,4.125,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,3,4,4,5,4,4,5,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"127",6,12,12,66,2,1,NA,4.75,7,0.857142857142857,5,4.75,4.625,1,1,1,1,1,0,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"128",7,2,1,42,1,NA,NA,2.75,2,0.5,4.5,4.25,4,0,0,0,1,0,1,0,1,1,1,1,1,0,0,5,5,5,5,5,5,4,2,5,4,5,5,4,4,5,2,2,4,4,4,5,5,5,3,2,4,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"129",27,14,25,13,2,5,NA,3.75,7,0.785714285714286,5,4.75,5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,5,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"130",40,3,16,73,6,NA,0,1.75,4,0.428571428571429,4.5,3.875,4.125,0,0,1,1,1,1,1,1,0,0,0,0,0,0,4,5,4,5,5,4,5,4,3,4,4,4,5,4,4,3,4,3,4,5,4,5,4,4,1,3,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"low"
"131",1,4,17,74,6,NA,2,3.25,7,0.785714285714286,5,4.75,5,1,0,1,1,1,1,1,1,0,1,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,4,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"132",9,13,3,5,2,6,NA,5,7,0.714285714285714,5,4.125,3.5,0,0,1,1,1,1,1,1,1,1,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,1,1,5,3,3,5,5,1,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"133",40,3,16,73,6,NA,0,3,7,0.785714285714286,4.875,4.5,4.625,1,0,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,3,5,4,4,5,5,5,4,5,1,3,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"134",1,4,17,74,6,NA,0,3,2,0.857142857142857,4.5,4.5,4.625,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4,5,5,4,4,5,4,5,5,4,5,5,5,4,5,3,5,4,4,5,5,4,5,5,3,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"135",34,9,8,7,6,NA,0,1.25,7,0.642857142857143,5,5,5,0,0,1,1,1,1,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"136",34,9,8,7,2,5,NA,4,7,0.642857142857143,5,4.5,5,1,0,1,1,0,1,1,1,1,1,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"137",3,8,11,8,6,NA,1,1.5,7,0.714285714285714,4.375,4.375,4.375,1,0,1,1,1,1,1,1,1,1,1,0,0,0,4,4,5,4,5,4,5,4,4,5,5,5,5,4,4,3,4,4,4,4,5,5,4,5,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"138",3,8,11,8,2,5,NA,2.25,7,0.785714285714286,4.625,4,3.75,1,0,1,1,1,1,1,1,0,1,1,1,1,0,5,5,4,5,5,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,1,4,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"139",3,8,11,48,2,1,NA,2.5,7,0.642857142857143,5,4.75,5,1,0,0,1,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"140",7,2,1,43,6,NA,1,1.25,7,0.785714285714286,4.625,4.25,4.375,0,0,1,1,1,1,1,0,1,1,1,1,1,1,4,5,5,5,5,4,5,4,4,5,4,4,4,5,4,4,4,4,4,5,4,5,5,4,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"141",42,9,8,64,2,5,NA,5,7,0.642857142857143,4.5,4,2,0,0,1,1,1,0,1,1,1,0,1,0,1,1,4,3,4,5,5,5,5,5,5,4,5,3,5,4,4,2,1,1,3,1,2,1,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"142",34,9,8,7,2,1,NA,4,2,0.857142857142857,4,3.75,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"143",11,3,16,56,2,5,NA,4.25,4,0.785714285714286,4,5,5,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"high"
"144",43,9,8,63,2,1,NA,5,7,0.571428571428571,4.625,3.625,3.75,0,1,1,0,0,1,1,0,0,0,1,1,1,1,3,5,4,5,5,5,5,5,5,5,1,2,5,5,5,1,5,2,5,1,5,5,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"145",32,5,18,10,6,NA,2,3.25,6,0.5,5,4.625,4.5,0,0,1,0,1,1,0,1,0,1,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,4,4,1,4,4,4,NA,NA,1,NA,NA,1,NA,NA,NA,3,2,"moderate"
"146",27,14,25,13,6,NA,0,2.5,7,0.857142857142857,4.75,4.875,4.875,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,1,3,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"147",3,8,11,8,6,NA,0,1.5,7,0.857142857142857,5,5,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,5,1,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"148",38,7,19,76,6,NA,1,1,7,1,5,4.625,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"149",6,12,12,66,2,4,NA,4.25,6,0.785714285714286,4.375,3.25,2.875,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5,4,4,4,5,4,5,4,4,4,4,2,5,2,4,1,2,2,3,2,4,4,2,4,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"high"
"150",34,9,8,7,6,NA,0,3.5,7,0.857142857142857,5,4.125,4.5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,4,5,4,5,3,5,4,5,4,5,4,4,5,4,3,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"151",9,13,3,5,2,6,NA,5,7,0.857142857142857,5,4.75,4.875,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"152",1,4,17,55,7,NA,NA,2.5,4,0.5,4.75,3.875,4.625,1,0,1,1,1,1,1,0,0,0,1,0,0,0,5,5,4,5,5,5,5,4,5,3,4,4,3,5,3,4,5,4,5,5,5,5,4,4,1,5,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"153",5,12,13,70,2,5,NA,4.25,7,0.857142857142857,4.875,4.75,4.875,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,2,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"154",28,2,1,1,6,NA,0,1.25,7,0.857142857142857,4.375,4.5,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,5,5,4,4,4,5,5,5,5,5,3,4,4,4,3,5,5,3,4,4,4,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"155",11,3,16,56,2,4,NA,4.5,4,0.571428571428571,3.875,3.75,4,1,0,1,1,1,1,0,1,1,1,0,0,0,0,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"high"
"156",40,3,16,73,6,NA,0,2,2,0.928571428571429,5,5,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"157",40,3,16,73,2,4,NA,5,2,0.714285714285714,5,4.5,4.5,1,1,1,1,1,1,0,0,0,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,3,5,5,4,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"158",7,2,1,43,6,NA,1,2,2,0.785714285714286,5,4.5,5,1,0,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"159",34,9,8,7,6,NA,0,2,7,0.785714285714286,4.625,4.5,4,1,1,1,1,1,1,1,1,0,1,1,0,1,0,5,5,4,5,5,4,5,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,1,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"160",35,3,16,9,3,NA,NA,4.25,2,0.5,4,3.875,3.625,0,0,1,1,1,0,1,0,0,1,1,1,0,0,4,4,4,4,4,4,5,3,5,4,5,4,4,4,2,3,3,3,3,4,4,4,4,4,2,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"161",6,12,12,66,6,NA,0,2,2,0.928571428571429,4.75,4,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,1,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"162",3,8,11,8,2,1,NA,2.5,3,0.571428571428571,3.875,3.75,3.875,0,0,1,1,1,1,1,1,0,1,0,0,1,0,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,2,4,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,"moderate"
"163",8,12,13,50,6,NA,0,1,7,0.5,4.875,4.5,4.875,1,0,1,0,1,1,1,0,0,1,1,0,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"164",11,3,16,56,2,1,NA,3.25,7,0.785714285714286,4.875,4.125,3.75,1,1,0,1,1,1,1,1,0,1,1,1,0,1,5,5,4,5,5,5,5,5,5,4,4,4,4,5,4,3,4,3,4,4,4,4,4,3,1,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"165",11,3,16,56,6,NA,0,1,7,1,5,4.875,4.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"166",7,2,1,42,6,NA,0,2.5,7,0.928571428571429,4.875,4.875,4.25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,4,4,5,4,1,2,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,3,"moderate"
"167",4,1,14,71,6,NA,0,2.25,7,1,4.875,4.375,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,3,4,5,5,4,4,4,5,5,2,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"168",40,3,16,73,6,NA,0,2,2,0.571428571428571,4.25,4.125,4,1,0,0,1,0,1,1,1,0,1,1,0,1,0,4,4,4,4,4,5,4,5,4,4,5,5,4,4,4,3,5,3,4,5,4,3,4,4,1,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"169",7,2,1,43,6,NA,1,2.25,7,0.928571428571429,4.875,4.5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,2,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"170",44,6,7,62,5,NA,NA,4,2,0.642857142857143,3.875,3.75,3.375,0,0,1,0,0,1,0,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,5,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"171",35,3,16,9,4,NA,NA,3.75,7,0.785714285714286,3.875,4.625,4.625,1,0,1,1,1,1,1,1,1,1,1,0,0,1,5,4,3,5,4,4,5,1,5,5,4,5,5,3,5,5,3,5,4,5,5,5,5,5,4,5,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"172",35,3,16,9,6,NA,1,1,7,1,5,4.875,4.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
